"priority","category","country_code","id","name","religion","denomination","address","amenity","building","lat","lng","tags_raw"
2,"hall_centre_house_site","NZ","w1023438859","Upper Hutt Islamic Centre","muslim","","71, Merton Street, Trentham, Upper Hutt, 5018","place_of_worship","yes","NA","NA","{""addr:city"":""Upper Hutt"",""addr:housenumber"":""71"",""addr:postcode"":""5018"",""addr:street"":""Merton Street"",""addr:suburb"":""Trentham"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Upper Hutt Islamic Centre"",""ref:linz:address_id"":""467903"",""religion"":""muslim""}"
2,"hall_centre_house_site","NZ","w372565308","Upper Hutt Uniting Parish - Wesley Centre","christian","united church","1, Benzie Avenue, Elderslea, Upper Hutt, 5018","place_of_worship","yes","NA","NA","{""addr:city"":""Upper Hutt"",""addr:housenumber"":""1"",""addr:postcode"":""5018"",""addr:street"":""Benzie Avenue"",""addr:suburb"":""Elderslea"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""united church"",""email"":""uhup@xtra.co.nz"",""name"":""Upper Hutt Uniting Parish - Wesley Centre"",""ref:linz:address_id"":""476885"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w1174693651","Victoria Avenue Gospel Hall","christian","brethren","8, Victoria Avenue, Palmerston North, 4410","place_of_worship","yes","NA","NA","{""addr:city"":""Palmerston North"",""addr:housenumber"":""8"",""addr:postcode"":""4410"",""addr:street"":""Victoria Avenue"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""brethren"",""image"":""https://commons.wikimedia.org/wiki/File:Victoria_Avenue_Gospel_Hall,_Palmerston_North_on_13_July_2024.jpg"",""mobile"":""+64 27 495 4020"",""name"":""Victoria Avenue Gospel Hall"",""ref:linz:building_id"":""2501727"",""religion"":""christian"",""source"":""esri/LINZ_NZ_Buildings"",""website"":""http://gospelhall.org.nz""}"
2,"hall_centre_house_site","NZ","w376932156","Victory Christian Centre","christian","pentecostal","445, High Street, Hutt Central, Lower Hutt, 5010","place_of_worship","yes","NA","NA","{""addr:city"":""Lower Hutt"",""addr:housenumber"":""445"",""addr:postcode"":""5010"",""addr:street"":""High Street"",""addr:suburb"":""Hutt Central"",""amenity"":""place_of_worship"",""building"":""yes"",""building:levels"":""2"",""denomination"":""pentecostal"",""email"":""info@victory.net.nz"",""name"":""Victory Christian Centre"",""phone"":""+64 4 568 9479"",""ref:linz:address_id"":""417478"",""religion"":""christian"",""service_times"":""Su 10:30"",""start_date"":""2001"",""website"":""https://victorychristiancentre.co.nz/""}"
2,"hall_centre_house_site","NZ","w257865045","Vivian Street Gospel Hall","christian","brethren","163, Vivian Street, Te Aro, Wellington, 6011","place_of_worship","yes","NA","NA","{""addr:city"":""Wellington"",""addr:housenumber"":""163"",""addr:postcode"":""6011"",""addr:street"":""Vivian Street"",""addr:suburb"":""Te Aro"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""brethren"",""email"":""info@vivianstgospelhall.org.nz"",""mobile"":""+64 27 274 2631"",""name"":""Vivian Street Gospel Hall"",""ref:linz:address_id"":""356981"",""religion"":""christian"",""service_times"":""Su 07:00-10:30"",""start_date"":""1904"",""website"":""http://www.vivianstgospelhall.org.nz/""}"
2,"hall_centre_house_site","NZ","w350554179","Waihi Youth Centre","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Waihi Youth Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w646638192","Waikari Gospel Hall","christian","brethren","5, Denham Terrace, Waikari, Waikari, 7420","place_of_worship","yes","NA","NA","{""addr:city"":""Waikari"",""addr:district"":""Hurunui"",""addr:housenumber"":""5"",""addr:postcode"":""7420"",""addr:street"":""Denham Terrace"",""addr:suburb"":""Waikari"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""brethren"",""name"":""Waikari Gospel Hall"",""phone"":""+64 3 314 4378"",""ref:linz:address_id"":""265367"",""religion"":""christian"",""start_date"":""1987""}"
2,"hall_centre_house_site","NZ","w646182169","Waipara New Life Centre / Waipara New Life Fellowship","christian","pentecostal","25, MacKenzies Road, Waipara, Waipara, 7483","place_of_worship","yes","NA","NA","{""addr:city"":""Waipara"",""addr:district"":""Hurunui"",""addr:housenumber"":""25"",""addr:place"":""Waipara Memorial Hall"",""addr:postcode"":""7483"",""addr:street"":""MacKenzies Road"",""addr:suburb"":""Waipara"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""name"":""Waipara New Life Centre / Waipara New Life Fellowship"",""phone"":""+64 3 314 6851"",""ref:linz:address_id"":""285705"",""religion"":""christian"",""start_date"":""1984"",""website"":""https://www.newlifewaipara.com/""}"
2,"hall_centre_house_site","NZ","w338625582","Waitoki Community Church","christian","methodist","1101, Kahikatea Flat Road, Waitoki, 0871","place_of_worship","yes","NA","NA","{""addr:city"":""Waitoki"",""addr:hamlet"":""Waitoki"",""addr:housenumber"":""1101"",""addr:postcode"":""0871"",""addr:street"":""Kahikatea Flat Road"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""methodist"",""name"":""Waitoki Community Church"",""ref:linz:address_id"":""1483042"",""religion"":""christian"",""source"":""Auckland Council""}"
2,"hall_centre_house_site","NZ","w523202953","Walton Community Church","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Walton Community Church""}"
2,"hall_centre_house_site","NZ","w93491071","Wanaka Baptist Fellowship / Church (Lake Wanaka Centre)","christian","baptist","89, Ardmore Street, Wānaka, Wānaka, 9305","place_of_worship","yes","NA","NA","{""addr:city"":""Wānaka"",""addr:housenumber"":""89"",""addr:postcode"":""9305"",""addr:street"":""Ardmore Street"",""addr:suburb"":""Wānaka"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""baptist"",""name"":""Wanaka Baptist Fellowship / Church (Lake Wanaka Centre)"",""ref:linz:address_id"":""8050"",""religion"":""christian"",""start_date"":""1998"",""website"":""https://groups.qldc.govt.nz/groups/show/wanaka-baptist-church/"",""wheelchair"":""yes""}"
2,"hall_centre_house_site","NZ","w364478979","Welcome Bay Community Church","christian","","340, Welcome Bay Road, Welcome Bay, Tauranga, 3112","place_of_worship","yes","NA","NA","{""addr:city"":""Tauranga"",""addr:housenumber"":""340"",""addr:postcode"":""3112"",""addr:street"":""Welcome Bay Road"",""addr:suburb"":""Welcome Bay"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Welcome Bay Community Church"",""ref:linz:address_id"":""801373"",""religion"":""christian"",""website"":""https://www.wbcc.org.nz/index.html""}"
2,"hall_centre_house_site","NZ","n12555489634","Wellington Buddhist Centre","buddhist","","","place_of_worship","","-41.3044","174.7797","{""amenity"":""place_of_worship"",""name"":""Wellington Buddhist Centre"",""religion"":""buddhist"",""website"":""https://wellingtonbuddhistcentre.org/""}"
2,"hall_centre_house_site","NZ","w813231842","Wellington Islamic Centre","muslim","","7/11, Queens Drive, Kilbirnie, Wellington, 6022","place_of_worship","yes","NA","NA","{""addr:city"":""Kilbirnie, Wellington"",""addr:housenumber"":""7/11"",""addr:postcode"":""6022"",""addr:street"":""Queens Drive"",""amenity"":""place_of_worship"",""building"":""yes"",""building:levels"":""2"",""name"":""Wellington Islamic Centre"",""phone"":""+6443874226"",""religion"":""muslim"",""website"":""https://www.iman.co.nz/ic/nz.php""}"
2,"hall_centre_house_site","NZ","n6329943371","Wesley Chinese Methodist Mission Centre","christian","methodist","740, Sandringham Road, Sandringham, Auckland, 1041","place_of_worship","yes","-36.901","174.7311","{""addr:city"":""Auckland"",""addr:housenumber"":""740"",""addr:postcode"":""1041"",""addr:street"":""Sandringham Road"",""addr:suburb"":""Sandringham"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""methodist"",""name"":""Wesley Chinese Methodist Mission Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w350538682","Wesley Hall","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Wesley Hall"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w340031321","Westgate Salvation Army Worship and Comnmunity Centre","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""attribution"":""http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx"",""building"":""yes"",""LINZ2OSM:dataset"":""ac_upper_harbour"",""LINZ2OSM:layer"":""ac_buildings"",""linz2osm:objectid"":""2074214"",""LINZ2OSM:source_version"":""2015-04-13"",""name"":""Westgate Salvation Army Worship and Comnmunity Centre"",""religion"":""christian"",""source"":""Auckland Council""}"
2,"hall_centre_house_site","NZ","w383038113","Winton Christian Centre","christian","apostolic","186, Great North Road, Winton, 9720","place_of_worship","yes","NA","NA","{""addr:city"":""Winton"",""addr:housenumber"":""186"",""addr:postcode"":""9720"",""addr:street"":""Great North Road"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""apostolic"",""email"":""wintonchristiancentre@xtra.co.nz"",""name"":""Winton Christian Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w309376310","Word of Life Centre","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Word of Life Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w319218001","Youth hall","unknown","presbyterian","2, Coles Crescent, Papakura, Papakura, 2110","place_of_worship","yes","NA","NA","{""addr:city"":""Papakura"",""addr:district"":""Auckland"",""addr:housenumber"":""2"",""addr:postcode"":""2110"",""addr:street"":""Coles Crescent"",""addr:suburb"":""Papakura"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""presbyterian"",""name"":""Youth hall"",""ref:linz:address_id"":""1270296"",""start_date"":""1958""}"
2,"retreat_or_prayer_site","NZ","w363306829","Bethel Prayer Centre / Assembly of God","christian","pentecostal","6, Hayman Street, Ōtara, Auckland, 2023","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""6"",""addr:postcode"":""2023"",""addr:street"":""Hayman Street"",""addr:suburb"":""Ōtara"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""name"":""Bethel Prayer Centre / Assembly of God"",""phone"":""+64 9 274 3693"",""ref:linz:address_id"":""1218233"",""religion"":""christian""}"
2,"retreat_or_prayer_site","NZ","n321952895","Chandrakirti Meditation Centre","buddhist","mahayana","","place_of_worship","","-41.2979","173.0162","{""amenity"":""place_of_worship"",""comment"":""Tibetan Buddhist, very scenic grounds"",""denomination"":""mahayana"",""name"":""Chandrakirti Meditation Centre"",""religion"":""buddhist""}"
2,"retreat_or_prayer_site","NZ","w627688720","Dhamma Gavesi Meditation Centre","buddhist","theravada","115A, Coast Road, Lower Hutt, 5014","place_of_worship","yes","NA","NA","{""addr:city"":""Lower Hutt"",""addr:hamlet"":""Wainuiomata"",""addr:housenumber"":""115A"",""addr:postcode"":""5014"",""addr:street"":""Coast Road"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""theravada"",""email"":""info@dhammagavesi.org.nz"",""name"":""Dhamma Gavesi Meditation Centre"",""phone"":""+64 4 564 4157"",""ref:linz:address_id"":""436232"",""religion"":""buddhist"",""start_date"":""2011"",""website"":""https://dhammagavesi.org""}"
2,"retreat_or_prayer_site","NZ","n5321189334","House Of Prayer","christian","pentecostal","9, Binsted Road, New Lynn","place_of_worship","","-36.9026","174.683","{""addr:housenumber"":""9"",""addr:street"":""Binsted Road"",""addr:suburb"":""New Lynn"",""amenity"":""place_of_worship"",""denomination"":""pentecostal"",""name"":""House Of Prayer"",""ref:linz:address_id"":""1018529"",""religion"":""christian""}"
2,"retreat_or_prayer_site","NZ","n10742555935","Muslim Prayer Room","muslim","","","place_of_worship","","-36.7335","174.7029","{""amenity"":""place_of_worship"",""name"":""Muslim Prayer Room"",""religion"":""muslim""}"
2,"retreat_or_prayer_site","NZ","n9989548739","Muslims Students Association Prayer Rooms","muslim","","","place_of_worship","","-41.2885","174.7683","{""amenity"":""place_of_worship"",""name"":""Muslims Students Association Prayer Rooms"",""religion"":""muslim""}"
2,"retreat_or_prayer_site","NZ","w338895310","Olive Prayer Centre","christian","assemblies_of_god","187, Red Hills Road, Massey, Auckland, 0614","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""187"",""addr:postcode"":""0614"",""addr:street"":""Red Hills Road"",""addr:suburb"":""Massey"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""assemblies_of_god"",""name"":""Olive Prayer Centre"",""ref:linz:address_id"":""1514277"",""religion"":""christian"",""source"":""Auckland Council"",""start_date"":""1990""}"
2,"retreat_or_prayer_site","NZ","n7185760945","Our Lady of Fourvière House of Prayer and Retreat","christian","roman_catholic","67, Leithfield Road, Leithfield, Amberley, North Canterbury, New Zealand, 7481","","","-43.1932","172.7332","{""addr:city"":""Leithfield, Amberley, North Canterbury, New Zealand"",""addr:housenumber"":""67"",""addr:postcode"":""7481"",""addr:street"":""Leithfield Road"",""denomination"":""roman_catholic"",""description"":""The Fourvière spiritual team share their gift of living in the presence of God with all visitors, so that each one may encounter God in the depths of their being and re-enter the world transformed and renewed. "",""email"":""retreats@fourviere.nz"",""image"":""https://www.google.co.nz/maps/place/Fourviere+House+of+Prayer+and+Retreat/@-43.1931965,172.7332361,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPg9U3jFjep2SjS3UaF7H3fA9OGd-QiomfRP36Q!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPg9U3jFjep2SjS3UaF"",""name"":""Our Lady of Fourvière House of Prayer and Retreat"",""note"":""Facebook page : Our Lady of Fourvière NZ https://www.facebook.com/FourviereNZ/"",""office"":""religion"",""opening_hours"":""Tu-Su 8:00-17:30"",""phone"":""+64 3 313 4263"",""religion"":""christian"",""website"":""https://www.fourviere.nz/""}"
2,"retreat_or_prayer_site","NZ","w773668936","Our Lady of Fourvière House of Prayer and Retreat","christian","roman_catholic","67, Leithfield Road, Leithfield, Amberley, North Canterbury, New Zealand, 7481","","yes","NA","NA","{""addr:city"":""Leithfield, Amberley, North Canterbury, New Zealand"",""addr:housenumber"":""67"",""addr:postcode"":""7481"",""addr:street"":""Leithfield Road"",""building"":""yes"",""denomination"":""roman_catholic"",""description"":""The Fourvière spiritual team share their gift of living in the presence of God with all visitors, so that each one may encounter God in the depths of their being and re-enter the world transformed and renewed."",""email"":""retreats@fourviere.nz"",""name"":""Our Lady of Fourvière House of Prayer and Retreat"",""note"":""Facebook page : Our Lady of Fourvière NZ https://www.facebook.com/FourviereNZ/"",""office"":""religion"",""opening_hours"":""Tu-Su 9:00-17:00"",""phone"":""+64 3 314 8837"",""religion"":""christian"",""website"":""https://www.fourviere.nz/""}"
